,id,anchor,target,context,score,input
0,37d61fd2272659b1,abatement,abatement of pollution,A47,0.5,TEXT1: A47; TEXT2: abatement of pollution; ANC1: abatement
647,b0796c5c5ac33580,adaptive linear,equalizer,H04,0.25,TEXT1: H04; TEXT2: equalizer; ANC1: adaptive linear
648,bb4fe1d01682b78b,adaptive linear,linear adaptive,H04,0.75,TEXT1: H04; TEXT2: linear adaptive; ANC1: adaptive linear
649,5f5da774cd33d157,adaptive linear,linear contrast enhancement,H04,0.25,TEXT1: H04; TEXT2: linear contrast enhancement; ANC1: adaptive linear
650,c1bf58bac605ae4a,adaptive linear,linear graph,H04,0.0,TEXT1: H04; TEXT2: linear graph; ANC1: adaptive linear
651,ad13855715768d00,adaptive linear,linear model,H04,0.0,TEXT1: H04; TEXT2: linear model; ANC1: adaptive linear
652,0ea918472a29edd3,adaptive linear,linear pair of angles,H04,0.0,TEXT1: H04; TEXT2: linear pair of angles; ANC1: adaptive linear
653,a98f4d7e3588b09d,adaptive linear,linearly adaptive,H04,0.75,TEXT1: H04; TEXT2: linearly adaptive; ANC1: adaptive linear
654,321811ec93942a8d,adaptive linear,mp tc,H04,0.25,TEXT1: H04; TEXT2: mp tc; ANC1: adaptive linear
655,4ea0d228a94ac406,adaptive linear,network,H04,0.25,TEXT1: H04; TEXT2: network; ANC1: adaptive linear
656,e2722f3fab6a4d61,adaptive linear,non adaptive speckle filtering,H04,0.25,TEXT1: H04; TEXT2: non adaptive speckle filtering; ANC1: adaptive linear
657,932587f50163c70d,adaptive linear,non linear model,H04,0.25,TEXT1: H04; TEXT2: non linear model; ANC1: adaptive linear
658,f28652e82a866499,adaptive linear,recursion estimator,H04,0.25,TEXT1: H04; TEXT2: recursion estimator; ANC1: adaptive linear
659,4603e13580940257,adhesive mounting,adhering mount,A47,0.75,TEXT1: A47; TEXT2: adhering mount; ANC1: adhesive mounting
660,604210b7c7ce2f6a,adhesive mounting,adhesive,A47,0.5,TEXT1: A47; TEXT2: adhesive; ANC1: adhesive mounting
661,44cbf2111c2c64d2,adhesive mounting,adhesive attachment,A47,0.5,TEXT1: A47; TEXT2: adhesive attachment; ANC1: adhesive mounting
662,6a6a3892e7163781,adhesive mounting,adhesive bases,A47,0.5,TEXT1: A47; TEXT2: adhesive bases; ANC1: adhesive mounting
663,14040ba79a8eaf1c,adhesive mounting,adhesive forces,A47,0.0,TEXT1: A47; TEXT2: adhesive forces; ANC1: adhesive mounting
664,c243b889832efd48,adhesive mounting,adhesive layer,A47,0.5,TEXT1: A47; TEXT2: adhesive layer; ANC1: adhesive mounting
665,7920ba9fb0bf4578,adhesive mounting,adhesive mount,A47,1.0,TEXT1: A47; TEXT2: adhesive mount; ANC1: adhesive mounting
666,c41067454973a281,adhesive mounting,bracket mount,A47,0.25,TEXT1: A47; TEXT2: bracket mount; ANC1: adhesive mounting
667,7f028ab59b51e8bc,adhesive mounting,cohesive mount,A47,0.5,TEXT1: A47; TEXT2: cohesive mount; ANC1: adhesive mounting
668,850aecd06bbf71e0,adhesive mounting,fixation tape,A47,0.25,TEXT1: A47; TEXT2: fixation tape; ANC1: adhesive mounting
669,29e5c85847547fc6,adhesive mounting,fixed mount,A47,0.25,TEXT1: A47; TEXT2: fixed mount; ANC1: adhesive mounting
670,866dc5b03c941ba6,adhesive mounting,flange,A47,0.25,TEXT1: A47; TEXT2: flange; ANC1: adhesive mounting
671,8ecccb4d676ae87b,adhesive mounting,flange comprising including,A47,0.25,TEXT1: A47; TEXT2: flange comprising including; ANC1: adhesive mounting
672,ed3fd0063cd64996,adhesive mounting,flange comprising mounting,A47,0.5,TEXT1: A47; TEXT2: flange comprising mounting; ANC1: adhesive mounting
673,f516bb6aa18848f5,adhesive mounting,flange including,A47,0.25,TEXT1: A47; TEXT2: flange including; ANC1: adhesive mounting
674,f3186d573b97d3a6,adhesive mounting,flange mounting,A47,0.5,TEXT1: A47; TEXT2: flange mounting; ANC1: adhesive mounting
675,6a820afabde811e6,adhesive mounting,glue mounting,A47,0.5,TEXT1: A47; TEXT2: glue mounting; ANC1: adhesive mounting
676,e4627697c9dd34b8,adhesive mounting,lens mount,A47,0.0,TEXT1: A47; TEXT2: lens mount; ANC1: adhesive mounting
677,888812c16263cd82,adhesive mounting,mountain range,A47,0.0,TEXT1: A47; TEXT2: mountain range; ANC1: adhesive mounting
678,0bc7a00ea5f87607,adhesive mounting,mounting,A47,0.5,TEXT1: A47; TEXT2: mounting; ANC1: adhesive mounting
679,693e26f85064121f,adhesive mounting,mounting a mountain,A47,0.0,TEXT1: A47; TEXT2: mounting a mountain; ANC1: adhesive mounting
680,5590ef4bf803f45c,adhesive mounting,mounting bracket,A47,0.25,TEXT1: A47; TEXT2: mounting bracket; ANC1: adhesive mounting
681,47f88e73e0be6cb7,adhesive mounting,mounting comprising including,A47,0.5,TEXT1: A47; TEXT2: mounting comprising including; ANC1: adhesive mounting
682,36bed5c2f72a1b8c,adhesive mounting,mounting flange including,A47,0.5,TEXT1: A47; TEXT2: mounting flange including; ANC1: adhesive mounting
683,b1e983e707491913,adhesive mounting,mounting flange mounting,A47,0.5,TEXT1: A47; TEXT2: mounting flange mounting; ANC1: adhesive mounting
684,56f6684aa5e40205,adhesive mounting,mounting glues,A47,0.75,TEXT1: A47; TEXT2: mounting glues; ANC1: adhesive mounting
685,c7106e6bec0a5546,adhesive mounting,mounting needle,A47,0.0,TEXT1: A47; TEXT2: mounting needle; ANC1: adhesive mounting
686,4c7582b58660a761,adhesive mounting,mounting of file system,A47,0.0,TEXT1: A47; TEXT2: mounting of file system; ANC1: adhesive mounting
687,342b322ca958f5e4,adhesive mounting,mounting using adhesives,A47,0.75,TEXT1: A47; TEXT2: mounting using adhesives; ANC1: adhesive mounting
688,e08ebe2fc84bdd2d,adhesive mounting,rapid drying,A47,0.25,TEXT1: A47; TEXT2: rapid drying; ANC1: adhesive mounting
689,d1130bfa30d4c963,adhesive mounting,releasable mounting,A47,0.5,TEXT1: A47; TEXT2: releasable mounting; ANC1: adhesive mounting
690,029d41e0bd7c2a2b,adhesive mounting,removable adhesive mounting,A47,0.5,TEXT1: A47; TEXT2: removable adhesive mounting; ANC1: adhesive mounting
691,d8237672463a6745,adhesive mounting,screw mount,A47,0.25,TEXT1: A47; TEXT2: screw mount; ANC1: adhesive mounting
692,13e4675ca120a8d7,adhesive mounting,separate adhesive mounting,A47,0.5,TEXT1: A47; TEXT2: separate adhesive mounting; ANC1: adhesive mounting
693,48c19242424289f2,adhesive mounting,sticking mount,A47,0.75,TEXT1: A47; TEXT2: sticking mount; ANC1: adhesive mounting
694,a883a1cfd3a7901c,adhesive mounting,temporary mounting,A47,0.5,TEXT1: A47; TEXT2: temporary mounting; ANC1: adhesive mounting
695,00cfce1343f0f6ca,adjacent laterally,adjacent angles,A41,0.0,TEXT1: A41; TEXT2: adjacent angles; ANC1: adjacent laterally
696,cef450f21392c146,adjacent laterally,adjacent front,A41,0.25,TEXT1: A41; TEXT2: adjacent front; ANC1: adjacent laterally
697,68fd6e60bf1f6c55,adjacent laterally,adjacent lateral surface,A41,0.5,TEXT1: A41; TEXT2: adjacent lateral surface; ANC1: adjacent laterally
698,d56c8fa6ab244f7e,adjacent laterally,adjacent lateral surface area,A41,0.5,TEXT1: A41; TEXT2: adjacent lateral surface area; ANC1: adjacent laterally
699,c8237822cf69bd9d,adjacent laterally,adjacent sides,A41,0.5,TEXT1: A41; TEXT2: adjacent sides; ANC1: adjacent laterally
700,e5a6dccf738babe3,adjacent laterally,adjacent to mall,A41,0.0,TEXT1: A41; TEXT2: adjacent to mall; ANC1: adjacent laterally
701,8dc9f26a935d7067,adjacent laterally,adjacent to office,A41,0.0,TEXT1: A41; TEXT2: adjacent to office; ANC1: adjacent laterally
702,76035630631d4c11,adjacent laterally,adjacent to side,A41,0.5,TEXT1: A41; TEXT2: adjacent to side; ANC1: adjacent laterally
703,552eb169665e96cb,adjacent laterally,adjacent to station,A41,0.0,TEXT1: A41; TEXT2: adjacent to station; ANC1: adjacent laterally
704,6e23e2d4c3900f4a,adjacent laterally,area of the base,A41,0.25,TEXT1: A41; TEXT2: area of the base; ANC1: adjacent laterally
705,41f31e8760c06dc9,adjacent laterally,arranged laterally,A41,0.75,TEXT1: A41; TEXT2: arranged laterally; ANC1: adjacent laterally
706,2ff5da7e57ce1918,adjacent laterally,corresponding inwardly,A41,0.25,TEXT1: A41; TEXT2: corresponding inwardly; ANC1: adjacent laterally
707,38a44a01025c1efc,adjacent laterally,height,A41,0.25,TEXT1: A41; TEXT2: height; ANC1: adjacent laterally
708,854385d8145c70f1,adjacent laterally,inwardly,A41,0.25,TEXT1: A41; TEXT2: inwardly; ANC1: adjacent laterally
709,42efdbe3432a80ce,adjacent laterally,lateral communication,A41,0.0,TEXT1: A41; TEXT2: lateral communication; ANC1: adjacent laterally
710,87bf87c2d46b34cd,adjacent laterally,lateral object,A41,0.25,TEXT1: A41; TEXT2: lateral object; ANC1: adjacent laterally
711,c054684e5fef6369,adjacent laterally,lateral speech,A41,0.0,TEXT1: A41; TEXT2: lateral speech; ANC1: adjacent laterally
712,9ef49029420f983e,adjacent laterally,laterally,A41,0.5,TEXT1: A41; TEXT2: laterally; ANC1: adjacent laterally
713,f3d0de522d259188,adjacent laterally,laterally adjacent,A41,1.0,TEXT1: A41; TEXT2: laterally adjacent; ANC1: adjacent laterally
714,840a9484e3e0723d,adjacent laterally,laterally on side,A41,0.5,TEXT1: A41; TEXT2: laterally on side; ANC1: adjacent laterally
715,475d2248f395fa2a,adjacent laterally,laterally positioned,A41,0.5,TEXT1: A41; TEXT2: laterally positioned; ANC1: adjacent laterally
716,bdff6e47152f552c,adjacent laterally,longitudinally of laterally,A41,0.5,TEXT1: A41; TEXT2: longitudinally of laterally; ANC1: adjacent laterally
717,55ab7af3335daeb0,adjacent laterally,longitudinally spaced laterally,A41,0.5,TEXT1: A41; TEXT2: longitudinally spaced laterally; ANC1: adjacent laterally
718,bb9b9f1465e64419,adjacent laterally,opposite sides,A41,0.25,TEXT1: A41; TEXT2: opposite sides; ANC1: adjacent laterally
719,9658a68dedd1b4cc,adjacent laterally,radius,A41,0.25,TEXT1: A41; TEXT2: radius; ANC1: adjacent laterally
720,36898d71213534db,adjacent laterally,respective inwardly,A41,0.25,TEXT1: A41; TEXT2: respective inwardly; ANC1: adjacent laterally
721,f399a07acd4ae85b,adjacent laterally,respective outwardly,A41,0.25,TEXT1: A41; TEXT2: respective outwardly; ANC1: adjacent laterally
722,17da7fd72ad4b79f,adjacent laterally,spaced lateral sides,A41,0.5,TEXT1: A41; TEXT2: spaced lateral sides; ANC1: adjacent laterally
723,d05b9732245c2951,adjacent laterally,spaced laterally,A41,0.5,TEXT1: A41; TEXT2: spaced laterally; ANC1: adjacent laterally
724,29464439005a95a6,adjacent laterally,upwardly,A41,0.25,TEXT1: A41; TEXT2: upwardly; ANC1: adjacent laterally
725,11e603a4be693d87,adjacent laterally,abutting laterally,B23,0.75,TEXT1: B23; TEXT2: abutting laterally; ANC1: adjacent laterally
726,36acf803ce0a6284,adjacent laterally,adjacent,B23,0.5,TEXT1: B23; TEXT2: adjacent; ANC1: adjacent laterally
727,4e6e4905a82a5931,adjacent laterally,adjacent buildings,B23,0.0,TEXT1: B23; TEXT2: adjacent buildings; ANC1: adjacent laterally
728,198c2694dfa7cc45,adjacent laterally,adjacent channel interference,B23,0.0,TEXT1: B23; TEXT2: adjacent channel interference; ANC1: adjacent laterally
729,0cbf509f93022096,adjacent laterally,adjacent communications,B23,0.0,TEXT1: B23; TEXT2: adjacent communications; ANC1: adjacent laterally
730,8e5d59e9cf2f6c24,adjacent laterally,adjacent laterally,B23,1.0,TEXT1: B23; TEXT2: adjacent laterally; ANC1: adjacent laterally
731,68886c7d177c3d19,adjacent laterally,adjacent nerves,B23,0.0,TEXT1: B23; TEXT2: adjacent nerves; ANC1: adjacent laterally
732,f44f8e0db16cab2f,adjacent laterally,adjacent sideways,B23,0.75,TEXT1: B23; TEXT2: adjacent sideways; ANC1: adjacent laterally
733,ed977415cacbea9f,adjacent laterally,adjacent system,B23,0.5,TEXT1: B23; TEXT2: adjacent system; ANC1: adjacent laterally
734,80791f8599d14965,adjacent laterally,adjoining laterally,B23,0.75,TEXT1: B23; TEXT2: adjoining laterally; ANC1: adjacent laterally
735,6dec01d737c52358,adjacent laterally,awl tip portion,B23,0.25,TEXT1: B23; TEXT2: awl tip portion; ANC1: adjacent laterally
736,32fa5c57b33079dd,adjacent laterally,closely,B23,0.25,TEXT1: B23; TEXT2: closely; ANC1: adjacent laterally
737,2f68b8ef125db3c6,adjacent laterally,contiguous laterally,B23,0.75,TEXT1: B23; TEXT2: contiguous laterally; ANC1: adjacent laterally
738,1815bcb79094e9b5,adjacent laterally,cup units,B23,0.25,TEXT1: B23; TEXT2: cup units; ANC1: adjacent laterally
739,5fba3bab343889ff,adjacent laterally,immediately,B23,0.25,TEXT1: B23; TEXT2: immediately; ANC1: adjacent laterally
740,0de3b94586be7505,adjacent laterally,insulated metal wire,B23,0.25,TEXT1: B23; TEXT2: insulated metal wire; ANC1: adjacent laterally
741,ed98d34d7264d2a3,adjacent laterally,lateral,B23,0.5,TEXT1: B23; TEXT2: lateral; ANC1: adjacent laterally
742,e6751ed66a5bae84,adjacent laterally,lateral communication,B23,0.0,TEXT1: B23; TEXT2: lateral communication; ANC1: adjacent laterally
743,2a6dacc773d33e3d,adjacent laterally,laterally,B23,0.5,TEXT1: B23; TEXT2: laterally; ANC1: adjacent laterally
744,6eb16b4b2255a4eb,adjacent laterally,laterally adjacent,B23,1.0,TEXT1: B23; TEXT2: laterally adjacent; ANC1: adjacent laterally
745,ec914c1e4d60c53a,adjacent laterally,laterally restrained beam,B23,0.0,TEXT1: B23; TEXT2: laterally restrained beam; ANC1: adjacent laterally
746,0b5c6cff01ab6ad5,adjacent laterally,separated laterally,B23,0.25,TEXT1: B23; TEXT2: separated laterally; ANC1: adjacent laterally
747,e2e3ea9e64465308,adjacent laterally,successive circumferentially,B23,0.25,TEXT1: B23; TEXT2: successive circumferentially; ANC1: adjacent laterally
748,1b705393a584a73c,adjacent laterally,successive closely,B23,0.25,TEXT1: B23; TEXT2: successive closely; ANC1: adjacent laterally
749,e2c2611e520767ac,adjacent laterally,successively,B23,0.25,TEXT1: B23; TEXT2: successively; ANC1: adjacent laterally
750,737fa541fa5969cf,adjacent laterally,threading tool,B23,0.25,TEXT1: B23; TEXT2: threading tool; ANC1: adjacent laterally
751,74d8d54d2142c647,adjacent laterally,welding coated stamped sections,B23,0.25,TEXT1: B23; TEXT2: welding coated stamped sections; ANC1: adjacent laterally
752,12a7aab4a7ac0493,adjust gas flow,adjust bike speed,C23,0.0,TEXT1: C23; TEXT2: adjust bike speed; ANC1: adjust gas flow
753,3dccbc8ae4f2bff8,adjust gas flow,adjust flow,C23,0.25,TEXT1: C23; TEXT2: adjust flow; ANC1: adjust gas flow
754,acf9f81661491a14,adjust gas flow,adjust in bus,C23,0.0,TEXT1: C23; TEXT2: adjust in bus; ANC1: adjust gas flow
755,e781814fd9f2d711,adjust gas flow,adjust space in home,C23,0.0,TEXT1: C23; TEXT2: adjust space in home; ANC1: adjust gas flow
756,a387acb040548f6d,adjust gas flow,adjustment cost,C23,0.0,TEXT1: C23; TEXT2: adjustment cost; ANC1: adjust gas flow
757,8a1ac639bbd51b17,adjust gas flow,alter gas flow,C23,0.75,TEXT1: C23; TEXT2: alter gas flow; ANC1: adjust gas flow
758,696f082ee4e0ac53,adjust gas flow,alter the gas flow rate,C23,0.5,TEXT1: C23; TEXT2: alter the gas flow rate; ANC1: adjust gas flow
759,a1254c01b48ee523,adjust gas flow,block gas flow,C23,0.25,TEXT1: C23; TEXT2: block gas flow; ANC1: adjust gas flow
760,ce5364743ccc9f0c,adjust gas flow,controlled gas flow,C23,0.5,TEXT1: C23; TEXT2: controlled gas flow; ANC1: adjust gas flow
761,5381172edb303260,adjust gas flow,external,C23,0.0,TEXT1: C23; TEXT2: external; ANC1: adjust gas flow
762,ad5029fc47923c9b,adjust gas flow,flower,C23,0.0,TEXT1: C23; TEXT2: flower; ANC1: adjust gas flow
763,60b080e04c73bb64,adjust gas flow,gas,C23,0.25,TEXT1: C23; TEXT2: gas; ANC1: adjust gas flow
764,78454ab156b04c3f,adjust gas flow,gas supply,C23,0.25,TEXT1: C23; TEXT2: gas supply; ANC1: adjust gas flow
765,9fe8b821aeb90155,adjust gas flow,moderate the gas flow rate,C23,0.5,TEXT1: C23; TEXT2: moderate the gas flow rate; ANC1: adjust gas flow
766,f692c5f1527e9724,adjust gas flow,modify gas flow,C23,0.75,TEXT1: C23; TEXT2: modify gas flow; ANC1: adjust gas flow
767,2328d43029d49032,adjust gas flow,modify the gas flow rate,C23,0.5,TEXT1: C23; TEXT2: modify the gas flow rate; ANC1: adjust gas flow
768,087adb88e5a0e2a7,adjust gas flow,pressure,C23,0.25,TEXT1: C23; TEXT2: pressure; ANC1: adjust gas flow
769,0fb06c093917c51f,adjust gas flow,pressurized supply,C23,0.25,TEXT1: C23; TEXT2: pressurized supply; ANC1: adjust gas flow
770,310fec512816b6f8,adjust gas flow,psychology,C23,0.0,TEXT1: C23; TEXT2: psychology; ANC1: adjust gas flow
771,e05e30e150558faa,adjust gas flow,regulate gas flow,C23,0.75,TEXT1: C23; TEXT2: regulate gas flow; ANC1: adjust gas flow
772,2064579d779cf872,adjust gas flow,regulate the gas flow rate,C23,0.5,TEXT1: C23; TEXT2: regulate the gas flow rate; ANC1: adjust gas flow
773,b823fce2273453ce,adjust gas flow,supply gas,C23,0.5,TEXT1: C23; TEXT2: supply gas; ANC1: adjust gas flow
774,0f39bd5547997cd0,adjust gas flow,supply pressure,C23,0.25,TEXT1: C23; TEXT2: supply pressure; ANC1: adjust gas flow
775,7d7c7ea4051aad08,adjust gas flow,supplying gas,C23,0.5,TEXT1: C23; TEXT2: supplying gas; ANC1: adjust gas flow
776,93df7a4a6dbf2edc,adjust gas flow,supplying pressure,C23,0.25,TEXT1: C23; TEXT2: supplying pressure; ANC1: adjust gas flow
777,af340c84fd72c3b5,adjust gas flow,supplying processing gas,C23,0.5,TEXT1: C23; TEXT2: supplying processing gas; ANC1: adjust gas flow
778,dfa3b6a77b0e79cd,adjust gas flow,supplying processing substrate,C23,0.25,TEXT1: C23; TEXT2: supplying processing substrate; ANC1: adjust gas flow
779,fd82f0b3c34c7c12,adjust gas flow,supplying the gas,C23,0.5,TEXT1: C23; TEXT2: supplying the gas; ANC1: adjust gas flow
780,486b251bb9414111,adjust gas flow,supplying the substrate,C23,0.25,TEXT1: C23; TEXT2: supplying the substrate; ANC1: adjust gas flow
781,0df441f081802da8,adjust gas flow,transfer,C23,0.25,TEXT1: C23; TEXT2: transfer; ANC1: adjust gas flow
782,d85609c0e24aa26d,adjust gas flow,transferring processing gas,C23,0.5,TEXT1: C23; TEXT2: transferring processing gas; ANC1: adjust gas flow
783,49c75372d89d8d8d,adjust gas flow,transferring processing substrate,C23,0.25,TEXT1: C23; TEXT2: transferring processing substrate; ANC1: adjust gas flow
784,83b5bd54ac868005,adjust gas flow,transferring the gas,C23,0.5,TEXT1: C23; TEXT2: transferring the gas; ANC1: adjust gas flow
785,d42a1874769e46b6,adjust gas flow,transferring the substrate,C23,0.25,TEXT1: C23; TEXT2: transferring the substrate; ANC1: adjust gas flow
786,80ecee350683b4d5,adjust gas flow,water pressure,C23,0.25,TEXT1: C23; TEXT2: water pressure; ANC1: adjust gas flow
787,c497e9a6a0aac586,adjust gas flow,adjust fan,F23,0.0,TEXT1: F23; TEXT2: adjust fan; ANC1: adjust gas flow
788,3daae05173cdaa96,adjust gas flow,adjust gas flow rate,F23,0.5,TEXT1: F23; TEXT2: adjust gas flow rate; ANC1: adjust gas flow
789,22c8a44e8f22e292,adjust gas flow,adjustable table,F23,0.0,TEXT1: F23; TEXT2: adjustable table; ANC1: adjust gas flow
790,6d9889f40d29b37b,adjust gas flow,adjusting fluid flow,F23,0.5,TEXT1: F23; TEXT2: adjusting fluid flow; ANC1: adjust gas flow
791,09e418c93a776564,adjust gas flow,altering gas flow,F23,0.5,TEXT1: F23; TEXT2: altering gas flow; ANC1: adjust gas flow
792,50762c9c4e6a0bb4,adjust gas flow,calibrating adjustment,F23,0.25,TEXT1: F23; TEXT2: calibrating adjustment; ANC1: adjust gas flow
793,9e31fe73392ca737,adjust gas flow,changing gas flow,F23,0.5,TEXT1: F23; TEXT2: changing gas flow; ANC1: adjust gas flow
794,465b0a00b0b4016f,adjust gas flow,control graph,F23,0.0,TEXT1: F23; TEXT2: control graph; ANC1: adjust gas flow
795,73277fa37dfee1ba,adjust gas flow,control instruments,F23,0.25,TEXT1: F23; TEXT2: control instruments; ANC1: adjust gas flow
796,c83141eefae68de5,adjust gas flow,control valve,F23,0.25,TEXT1: F23; TEXT2: control valve; ANC1: adjust gas flow
797,99d2e8c911cc46ab,adjust gas flow,controlling gas flow,F23,0.75,TEXT1: F23; TEXT2: controlling gas flow; ANC1: adjust gas flow
798,f8557c93ac2b6e14,adjust gas flow,flow chart,F23,0.0,TEXT1: F23; TEXT2: flow chart; ANC1: adjust gas flow
799,9ee14b052e82b0a9,adjust gas flow,flow meter,F23,0.0,TEXT1: F23; TEXT2: flow meter; ANC1: adjust gas flow
800,11d76dfe35077344,adjust gas flow,flowing gas,F23,0.5,TEXT1: F23; TEXT2: flowing gas; ANC1: adjust gas flow
801,9fae191235780a02,adjust gas flow,gas flow,F23,0.5,TEXT1: F23; TEXT2: gas flow; ANC1: adjust gas flow
802,596852f85d5ef276,adjust gas flow,gas pressure adjustment,F23,0.5,TEXT1: F23; TEXT2: gas pressure adjustment; ANC1: adjust gas flow
803,0a06edbf127a07c4,adjust gas flow,gas regulator,F23,0.5,TEXT1: F23; TEXT2: gas regulator; ANC1: adjust gas flow
804,022f94e6ace70f94,adjust gas flow,measuring unit,F23,0.25,TEXT1: F23; TEXT2: measuring unit; ANC1: adjust gas flow
805,4987bf8db85d9e7c,adjust gas flow,regulating unit,F23,0.25,TEXT1: F23; TEXT2: regulating unit; ANC1: adjust gas flow
806,e0c78b125d3c8d89,adjust gas flow,regulator,F23,0.25,TEXT1: F23; TEXT2: regulator; ANC1: adjust gas flow
807,5d1c4da344012d6e,adjustable multiple,adjustable,B23,0.5,TEXT1: B23; TEXT2: adjustable; ANC1: adjustable multiple
808,8531b22d4813a1c7,adjustable multiple,adjustable multi,B23,0.75,TEXT1: B23; TEXT2: adjustable multi; ANC1: adjustable multiple
809,b2583d212764e8fe,adjustable multiple,adjustable multiple,B23,1.0,TEXT1: B23; TEXT2: adjustable multiple; ANC1: adjustable multiple
810,0ef20469fe8f1abc,adjustable multiple,adjustable multiple angles,B23,0.5,TEXT1: B23; TEXT2: adjustable multiple angles; ANC1: adjustable multiple
811,3af59423418bd92c,adjustable multiple,adjustable multiple blades,B23,0.5,TEXT1: B23; TEXT2: adjustable multiple blades; ANC1: adjustable multiple
812,3761a8bece29d3f9,adjustable multiple,adjustable screen brightness,B23,0.0,TEXT1: B23; TEXT2: adjustable screen brightness; ANC1: adjustable multiple
813,5e5a24ca765388e2,adjustable multiple,adjustable shunt regulator,B23,0.0,TEXT1: B23; TEXT2: adjustable shunt regulator; ANC1: adjustable multiple
814,14ea8f4b68bfa0cb,adjustable multiple,adjustable wifi router,B23,0.0,TEXT1: B23; TEXT2: adjustable wifi router; ANC1: adjustable multiple
815,3f03d9c5082e3fb7,adjustable multiple,adjusted multiple,B23,1.0,TEXT1: B23; TEXT2: adjusted multiple; ANC1: adjustable multiple
816,650404605bba5c30,adjustable multiple,aim adjustable multiple,B23,0.5,TEXT1: B23; TEXT2: aim adjustable multiple; ANC1: adjustable multiple
817,eb24c67604852ecd,adjustable multiple,composite material workpiece,B23,0.25,TEXT1: B23; TEXT2: composite material workpiece; ANC1: adjustable multiple
818,2aa5d3d9cae9b6d6,adjustable multiple,electronic conductor plates,B23,0.25,TEXT1: B23; TEXT2: electronic conductor plates; ANC1: adjustable multiple
819,5cdb1b7181e3d27f,adjustable multiple,fixed multiple blades,B23,0.25,TEXT1: B23; TEXT2: fixed multiple blades; ANC1: adjustable multiple
820,f74a9dfd2eea8ef7,adjustable multiple,flexible multiple,B23,0.75,TEXT1: B23; TEXT2: flexible multiple; ANC1: adjustable multiple
821,c5d090c860357033,adjustable multiple,grip,B23,0.25,TEXT1: B23; TEXT2: grip; ANC1: adjustable multiple
822,bd745fa431d6e807,adjustable multiple,improved,B23,0.0,TEXT1: B23; TEXT2: improved; ANC1: adjustable multiple
823,fcea4b48360e9a86,adjustable multiple,improved boring,B23,0.25,TEXT1: B23; TEXT2: improved boring; ANC1: adjustable multiple
824,10ecc8819a4317bd,adjustable multiple,improved cutting,B23,0.25,TEXT1: B23; TEXT2: improved cutting; ANC1: adjustable multiple
825,70663443140dc6c2,adjustable multiple,interchangeable,B23,0.25,TEXT1: B23; TEXT2: interchangeable; ANC1: adjustable multiple
826,1e59a41f6ea51c98,adjustable multiple,multiple adjustable,B23,1.0,TEXT1: B23; TEXT2: multiple adjustable; ANC1: adjustable multiple
827,489cf1fec910952e,adjustable multiple,multiple adjustment,B23,0.75,TEXT1: B23; TEXT2: multiple adjustment; ANC1: adjustable multiple
828,4daa2a4ff5cb1553,adjustable multiple,multiple alterable,B23,0.75,TEXT1: B23; TEXT2: multiple alterable; ANC1: adjustable multiple
829,7dfcf553d2713a19,adjustable multiple,multiple cancer,B23,0.0,TEXT1: B23; TEXT2: multiple cancer; ANC1: adjustable multiple
830,4cf4a1d17fd999a7,adjustable multiple,multiple disease of the brain spinal cord,B23,0.0,TEXT1: B23; TEXT2: multiple disease of the brain spinal cord; ANC1: adjustable multiple
831,ced4dd485417ef30,adjustable multiple,multiple fixed,B23,0.25,TEXT1: B23; TEXT2: multiple fixed; ANC1: adjustable multiple
832,da3acdf361f4a4f2,adjustable multiple,multiple lanes,B23,0.0,TEXT1: B23; TEXT2: multiple lanes; ANC1: adjustable multiple
833,2ce9c30be64a2f0f,adjustable multiple,multiple modifiable,B23,0.75,TEXT1: B23; TEXT2: multiple modifiable; ANC1: adjustable multiple
834,42ef994c6ca36667,adjustable multiple,sliding panel,B23,0.25,TEXT1: B23; TEXT2: sliding panel; ANC1: adjustable multiple
835,47c14f45c470e192,adjustable multiple,various adjustments,B23,0.75,TEXT1: B23; TEXT2: various adjustments; ANC1: adjustable multiple
836,bc4d1c7d5ba99d65,adjustable multiple,adaptable multiple,B25,0.75,TEXT1: B25; TEXT2: adaptable multiple; ANC1: adjustable multiple
837,e1593c763de7d89f,adjustable multiple,adjustable,B25,0.5,TEXT1: B25; TEXT2: adjustable; ANC1: adjustable multiple
838,e60fa1982d5caa87,adjustable multiple,adjustable eye patch,B25,0.0,TEXT1: B25; TEXT2: adjustable eye patch; ANC1: adjustable multiple
839,d3cb5c0a187e9895,adjustable multiple,adjustable multiple,B25,1.0,TEXT1: B25; TEXT2: adjustable multiple; ANC1: adjustable multiple
840,a7a920a2ca09343b,adjustable multiple,adjustable screen brightness,B25,0.0,TEXT1: B25; TEXT2: adjustable screen brightness; ANC1: adjustable multiple
841,d30c646437cf94c0,adjustable multiple,changeable multiple,B25,0.75,TEXT1: B25; TEXT2: changeable multiple; ANC1: adjustable multiple
842,54316a3e09c70cf1,adjustable multiple,fixed multiple,B25,0.25,TEXT1: B25; TEXT2: fixed multiple; ANC1: adjustable multiple
843,080970f59c096352,adjustable multiple,flexible multiple,B25,0.75,TEXT1: B25; TEXT2: flexible multiple; ANC1: adjustable multiple
844,501f2080bf3c462b,adjustable multiple,grip,B25,0.25,TEXT1: B25; TEXT2: grip; ANC1: adjustable multiple
